#,YYMMDDHHMI,STN,WD,WS,GST,GST.1,GST.2,PA,PS,PT,PR,TA,TD,HM,PV,RN,RN.1,RN.2,RN.3,SD,SD.1,SD.2,WC,WP,WW,CA,CA.1,CH,CT,CT.1,CT.2,CT.3,VS,SS,SI,ST,TS,TE,TE.1,TE.2,TE.3,ST.1,WH,BF,IR,IX
#,KST,ID,16.0,m/s,WD,WS,TM,hPa,hPa,-,hPa,C,C,%,hPa,mm,DAY,JUN,INT,HR3,DAY,TOT,--,--,----------------------,TOT,MID,MIN,--------,TOP,MID,LOW,GD,C,5.0,10.0,20.0,30.0,SEA,m,--,-,-,,,
202410140300,99,7,0.8,-9,-9.0,-9,1019.1,1022.8,8,-0.6,14.1,13.4,96.0,15.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,10,9,51,-,-9,-9,-9,926,-9.0,-9.00,-9.0,15.3,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3.0,-9.0,
#7777END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
